facility_id,facility_name,co2e_emission,gas_name,ghg_quantity,year,subpart_name,latitude,longitude
1012633,Williston Basin Gathering and Boosting,118.0080000000,Nitrous Oxide,0.39600000000000000000,2022,W,32.746588740331000,-97.342341746765500
1003541,Eastern Gas Transmission and Storage - Lebanon Station (Tran),15032.2500000000,Methane,601.2900000000000000,2022,W,39.491699000000000,-84.226097000000000
1011012,Kenedy Gas Plant,22.9460000000,Nitrous Oxide,0.07700000000000000000,2022,W,28.751600000000000,-98.013800000000000
1003452,"KMTP Station 581 Markham, TX",388.1000000000,Carbon Dioxide,388.1000000000000000,2022,W,28.995650000000000,-96.156190000000000
1002623,"Copano Energy Houston Central Plant, TX",8.0460000000,Nitrous Oxide,0.02700000000000000000,2022,W,29.633100000000000,-96.719424000000000
1004063,City of Charlottesville,1.8000000000,Carbon Dioxide,1.80000000000000000000,2022,W,38.029600000000000,-78.477720000000000
1001583,Piedmont Natural Gas - North Carolina,87279.2500000000,Methane,3491.1700000000000000,2022,W,35.151870000000000,-80.839780000000000
1004049,CenterPoint Energy Entex (Mississippi),23.8000000000,Carbon Dioxide,23.8000000000000000,2022,W,29.752554000000000,-95.370401000000000
1009269,COLUMBIA GAS TRANSMISSION LLC ARTEMAS COMPRESSOR STATION,0.5960000000,Nitrous Oxide,0.00200000000000000000,2022,W,39.725566000000000,-78.421219000000000
1013850,NGPL Station 348 - Sabine Booster,194.0000000000,Methane,7.7600000000000000,2022,W,29.761339000000000,-93.881778000000000
1013738,Great Salt Plains MIdstream,14919.2000000000,Carbon Dioxide,14919.2000000000000000,2022,W,35.612460000000000,-97.575770000000000
1008998,Henry Resources LLC,28307.8000000000,Carbon Dioxide,28307.800000000000,2022,W,31.981042300000000,-102.134687400000000
1012522,360 Anadarko Basin,47939.3366172650,Methane,1917.5734646906000000,2022,W,29.759930000000000,-95.366413000000000
1012576,"Kinder Morgan Energy Partners, L.P. 220 Gulf Coast Basin (LA, TX)",33063.2500000000,Methane,1322.5300000000000000,2022,W,29.758160000000000,-95.367820000000000
1012711,"Blackhill Energy, LLC 160A Appalachian Basin (Eastern Overthurst) Gathering & Boosting",8185.0000000000,Methane,327.4000000000000000,2022,W,29.758940000000000,-95.370960000000000
1012300,San Juan Basin (580) Gathering and Boosting,70.3280000000,Nitrous Oxide,0.23600000000000000000,2022,W,29.756666000000000,-95.366421000000000
1001977,Fort Lupton Compressor Station,132832.0000000000,Carbon Dioxide,132832.000000000000,2022,W,40.143400000000000,-104.751500000000000
1012401,BCE-Mach III Midstream Holdings LLC - Lincoln Gas Plant,5.6620000000,Nitrous Oxide,0.01900000000000000000,2022,W,35.999000000000000,-97.806900000000000
1006954,TRANSCO STATION 105,3865.5000000000,Methane,154.6200000000000000,2022,W,32.883333000000000,-86.166667000000000
1008536,"TEP Barnett USA LLC, 415 - Strawn Basin",182763.5000000000,Carbon Dioxide,182763.500000000000,2022,W,35.533760000000000,-97.529760000000000
1004782,Gas Transmission Northwest Pipeline Ione CS#9,1950.5000000000,Methane,78.0200000000000000,2022,W,45.489280000000000,-119.848917000000000
1012479,"MarkWest Oklahoma Gas Company, L.L.C. - 355 Chautauqua Platform - G&B",92.6780000000,Nitrous Oxide,0.31100000000000000000,2022,W,39.747140000000000,-104.996580000000000
1011639,MC 807 B,6125.0000000000,Methane,245.0000000000000000,2022,W,28.159885000000000,-89.239127000000000
1009462,Texas Gas Transmission - Covington Station,12.8000000000,Carbon Dioxide,12.8000000000000000,2022,W,35.564242000000000,-89.646455000000000
1010498,TGP Station 261 Agawam,3.8000000000,Carbon Dioxide,3.8000000000000000,2022,W,42.033600000000000,-72.637020000000000
1011690,Permian Resources Corporation,780514.9000000000,Carbon Dioxide,780514.900000000000,2022,W,39.751341000000000,-104.996991000000000
1009470,Southern Star-Grabham Compressor Station,14.6000000000,Carbon Dioxide,14.6000000000000000,2022,W,37.199625000000000,-95.772120000000000
1003267,Hoover Diana Platform (AC25-HA),10.4300000000,Nitrous Oxide,0.03500000000000000000,2022,W,26.938900000000000,-94.688700000000000
1008608,"Evergreen Natural Resources, LLC. Las Vegas-Raton",112785.3000000000,Carbon Dioxide,112785.300000000000,2022,W,37.158302000000000,-104.565527000000000
1005804,KERN RIVER GAS TRANSMISSION COMPANY: SALT LAKE COMPRESSOR STATION,207.4000000000,Carbon Dioxide,207.4000000000000000,2022,W,40.765850000000000,-112.011930000000000
1009462,Texas Gas Transmission - Covington Station,11054.0000000000,Methane,442.1600000000000000,2022,W,35.564242000000000,-89.646455000000000
1007872,Atlanta Gas Light Company,11749.6000000000,Carbon Dioxide,11749.6000000000000000,2022,W,33.797114000000000,-84.380489000000000
1010398,Walker Ridge FPSO,6606.2500000000,Methane,264.2500000000000000,2022,W,26.696500000000000,-90.808400000000000
1013193,Rover - Mainline CS #2,6.1000000000,Carbon Dioxide,6.1000000000000000,2022,W,40.787308000000000,-82.095565000000000
1006682,Robeline Plant,203530.3000000000,Carbon Dioxide,203530.300000000000,2022,W,31.658716000000000,-93.324988000000000
1008296,Caerus Piceance LLC,71.5200000000,Nitrous Oxide,0.24000000000000000000,2022,W,39.744540000000000,-104.984860000000000
1012461,WTG South Permian Midstream LLC 430 Permian Basin GB,439058.5000000000,Carbon Dioxide,439058.500000000000,2022,W,31.999060000000000,-102.076880000000000
1012495,420 Fort Worth Syncline,75.0768393450,Nitrous Oxide,0.25193570250000000000,2022,W,29.759930000000000,-95.366413000000000
1005739,SHERHAN GAS PLANT,1656.0000000000,Methane,66.2400000000000000,2022,W,36.492500000000000,-101.467222000000000
1002528,FAIN GAS PLANT,27.7140000000,Nitrous Oxide,0.09300000000000000000,2022,W,35.598158000000000,-101.877766000000000
1013678,Ewing Bank 910 A,8.1000000000,Carbon Dioxide,8.1000000000000000,2022,W,28.053518000000000,-90.547649000000000
1001390,Atmos Energy Corporation - Louisiana,64.8000000000,Carbon Dioxide,64.8000000000000000,2022,W,32.925480000000000,-96.816130000000000
1002376,"NGPL Station 308, Biggers, AR",2927.0000000000,Methane,117.0800000000000000,2022,W,36.298560000000000,-90.838983000000000
1013010,Verdun Oil Company-Gulf Coast Basin-Onshore Production,24.7340000000,Nitrous Oxide,0.08300000000000000000,2022,W,29.767248000000000,-95.397703000000000
1010358,Tenaha Plant,7368.7500000000,Methane,294.7500000000000000,2022,W,31.962646000000000,-94.275097000000000
1014661,Greylock 575 Uinta Basin Production,2.6820000000,Nitrous Oxide,0.00900000000000000000,2022,W,40.453516394849500,-109.508077713147000
1014233,Franklin Mountain Energy/430 Permian Basin,8214.5000000000,Methane,328.5800000000000000,2022,W,39.716810000000000,-104.947370000000000
1000091,Norwich,2.2000000000,Carbon Dioxide,2.2000000000000000,2022,W,41.526900000000000,-72.063100000000000
1006152,Mullinville Compressor Station,3.2000000000,Carbon Dioxide,3.2000000000000000,2022,W,37.575959000000000,-99.478382000000000
1010621,TGNR Gulf Coast LLC and TGNR East Texas LLC,1.1920000000,Nitrous Oxide,0.00400000000000000000,2022,W,29.758060000000000,-95.364010000000000
1008412,Dilley Treating Facility,1485.7000000000,Carbon Dioxide,1485.7000000000000000,2022,W,28.461253000000000,-99.101350000000000
1012497,"MarkWest Energy South Texas Gas Company, L.L.C. - 220 Gulf Coast Basin (LA, TX) - G&B",2182.1000000000,Carbon Dioxide,2182.1000000000000000,2022,W,39.747140000000000,-104.996580000000000
1011530,Hawkville North East Central Delivery Point,3602.0000000000,Methane,144.0800000000000000,2022,W,28.353343000000000,-98.559177000000000
1012100,SEP Williston Basin 395 Production,11328.4000000000,Carbon Dioxide,11328.4000000000000000,2022,W,32.931247500000000,-96.840460000000000
1014227,Formentera Anadarko G&B,99637.4000000000,Carbon Dioxide,99637.400000000000,2022,W,30.265668000000000,-97.745153000000000
1013981,Crescent Pass 260 East Texas Basin GB,9562.5000000000,Methane,382.5000000000000000,2022,W,29.978581000000000,-95.565595000000000
1009432,Gulf South Pipeline - Clarence Station,5439.2500000000,Methane,217.5700000000000000,2022,W,32.027595000000000,-92.917596000000000
1006799,Rock Creek Gas Plant,1.4900000000,Nitrous Oxide,0.00500000000000000000,2022,W,35.673900000000000,-101.410500000000000
1010064,Mississippi Canyon 109 A,10.4000000000,Carbon Dioxide,10.4000000000000000,2022,W,28.864677520000000,-88.930790540000000
1009289,Haynesville Gathering-230-Arkla Basin,2792.5000000000,Methane,111.7000000000000000,2022,W,32.243782000000000,-93.283328000000000
1010223,Goliad Gas Plant,54778.4000000000,Carbon Dioxide,54778.400000000000,2022,W,28.618100000000000,-97.638100000000000
1012463,South Eddy Cryo Plant,34385.3000000000,Carbon Dioxide,34385.300000000000,2022,W,32.161288000000000,-103.828358000000000
1011454,Ascent Resources - Utica (160a),130545.2500000000,Methane,5221.8100000000000000,2022,W,35.565478000000000,-97.518049000000000
1010581,Southern California Gas Co Wheeler Ridge station,3364.0000000000,Methane,134.5600000000000000,2022,W,35.059251000000000,-119.024060000000000
1013929,Lone Star NGL Frac VII,39527.0000000000,Carbon Dioxide,39527.000000000000,2022,W,29.847742000000000,-94.924300000000000
1001582,Piedmont Natural Gas - South Carolina,24.9000000000,Carbon Dioxide,24.9000000000000000,2022,W,35.151870000000000,-80.839780000000000
1009582,Naftex Operating Company,15.4960000000,Nitrous Oxide,0.05200000000000000000,2022,W,35.242110300000000,-118.976151900000000
1013771,"Zavanna, LLC Williston Basin (395) Operations",87.9100000000,Nitrous Oxide,0.29500000000000000000,2022,W,39.749412000000000,-104.996212000000000
1011115,"West Texas Gas Utility, LLC",30480.5000000000,Methane,1219.2200000000000000,2022,W,31.999060000000000,-102.076880000000000
1013786,Peregrine Gas Plant,967.5903137908,Methane,38.7036125516320000,2022,W,31.825240000000000,-103.908940000000000
1012984,"Southern Energy Operating, LLC MidGulf Coast Basin",43718.7000000000,Carbon Dioxide,43718.700000000000,2022,W,31.640174993000000,-89.883997218999900
1001977,Fort Lupton Compressor Station,12445.2500000000,Methane,497.8100000000000000,2022,W,40.143400000000000,-104.751500000000000
1012714,Antero Midstream LLC- 160 Basin,126997.0000000000,Carbon Dioxide,126997.000000000000,2022,W,39.752016000000000,-105.000734000000000
1006297,"Summit Utilities Inc., Arkansas (Arkansas)",71.5000000000,Carbon Dioxide,71.5000000000000000,2022,W,29.757610000000000,-95.368260000000000
1002522,GB 128 A,1626.1000000000,Carbon Dioxide,1626.1000000000000000,2022,W,28.161312000000000,-90.716201000000000
1009062,NFGSC ROYSTONE STATION,59.8000000000,Carbon Dioxide,59.8000000000000000,2022,W,41.722090000000000,-78.970740000000000
1005015,Great Lakes Gas Transmission Pipeline Thief River Falls CS#2,0.5000000000,Carbon Dioxide,0.50000000000000000000,2022,W,48.255036000000000,-96.239117000000000
1005084,Sonora Gas Plant,3494.2500000000,Methane,139.7700000000000000,2022,W,30.299814000000000,-100.644769000000000
1013320,Columbia Gas Transmission LLC - Oak Hill Compressor Station,0.2000000000,Carbon Dioxide,0.20000000000000000000,2022,W,38.928943000000000,-82.547510000000000
1013599,Columbia Gulf Transmission - Clifton Junction CS,1025.5000000000,Methane,41.0200000000000000,2022,W,35.307077000000000,-87.903248000000000
1008355,"TEP Rocky Mountain, LLC - 595 Piceance basin",304080.0000000000,Methane,12163.200000000000,2022,W,39.748930000000000,-104.993420000000000
1007536,PG&E TIONESTA COMPRESSOR STATION,977.2500000000,Methane,39.0900000000000000,2022,W,41.498499000000000,-120.870071000000000
1005388,FORT MORGAN CITY OF,0.7000000000,Carbon Dioxide,0.70000000000000000000,2022,W,40.248494000000000,-103.791790000000000
1008937,Appalachian Basin - AAPG Province 160A,25.3300000000,Nitrous Oxide,0.08500000000000000000,2022,W,41.241182000000000,-77.001064800000000
1012520,Enterprise Products Operating LLC 230 Arkla Basin,0.2980000000,Nitrous Oxide,0.00100000000000000000,2022,W,29.757400000000000,-95.368430000000000
1013078,"EOG Resources, Inc. 355 Chautauqua Platform",15246.9000000000,Carbon Dioxide,15246.9000000000000000,2022,W,34.955390000000000,-97.564200000000000
1013087,Texas American 220 Gulf Coast Basin,5518.5000000000,Methane,220.7400000000000000,2022,W,30.272920900000000,-97.744386300000000
1012732,Northern Natural Gas - Transmission Pipeline,35.7000000000,Carbon Dioxide,35.7000000000000000,2022,W,41.248170000000000,-96.073090000000000
1001389,Atmos Energy Corporation - Kentucky,23415.0000000000,Methane,936.6000000000000000,2022,W,32.925480000000000,-96.816130000000000
1008412,Dilley Treating Facility,0.5960000000,Nitrous Oxide,0.00200000000000000000,2022,W,28.461253000000000,-99.101350000000000
1010999,Mills Ranch Compressor Station,7066.6000000000,Carbon Dioxide,7066.6000000000000000,2022,W,35.400600000000000,-100.129700000000000
1006232,ELBERTA COMPRESSOR STATION,2332.7500000000,Methane,93.3100000000000000,2022,W,39.453600000000000,-111.986100000000000
1013751,Basin 375 - BCE-Mach LLC,1.7880000000,Nitrous Oxide,0.00600000000000000000,2022,W,35.614157000000000,-97.580313000000000
1002842,FLORIDA GAS TRANSMISSION COMPANY - PORT BARRE,11219.2500000000,Methane,448.7700000000000000,2022,W,30.540370000000000,-91.869620000000000
1013079,Pecos Bend Gas Processing Plant,5724.7500000000,Methane,228.9900000000000000,2022,W,31.498264000000000,-103.526652000000000
1013601,Blackbeard Operating - 345 - Arkoma Basin,4101.8000000000,Carbon Dioxide,4101.8000000000000000,2022,W,36.153517000000000,-95.992116000000000
1008233,"TGP Station 071 Middleton, TN",18.9000000000,Carbon Dioxide,18.9000000000000000,2022,W,35.032933000000000,-88.894599000000000
1012482,"The Ohio Gathering Company, L.L.C. - 160A Appalachian Basin (Eastern Overthrust Area) - G&B",197.8720000000,Nitrous Oxide,0.66400000000000000000,2022,W,39.747140000000000,-104.996580000000000
1000180,Shermans Dale Station,3120.5000000000,Methane,124.8200000000000000,2022,W,40.343900000000000,-77.162800000000000
1008146,Chaplin Station,2869.0000000000,Methane,114.7600000000000000,2022,W,41.819928000000000,-72.156801000000000
1014616,South Boyce Compressor Station,2.3000000000,Carbon Dioxide,2.3000000000000000,2022,W,31.366890176862000,-92.627513990507700
1005164,"California Resources Elk Hills, LLC - Gas Processing and Power Generation",24378.9000000000,Carbon Dioxide,24378.900000000000,2022,W,35.240840000000000,-119.360560000000000
1012281,"Transmission Pipeline Facility, Kinder Morgan Tejas Pipeline LLC",34.7000000000,Carbon Dioxide,34.7000000000000000,2022,W,29.758160000000000,-95.367820000000000
1012557,"Grayson Mill Operating, LLC - Midstream",33.6740000000,Nitrous Oxide,0.11300000000000000000,2022,W,29.779325000000000,-95.562548000000000
1009199,"TGP Station 096 Campbellsville, KY",9.0000000000,Carbon Dioxide,9.0000000000000000,2022,W,37.412284000000000,-85.391864000000000
1012560,XTO Energy Inc 160A Appalachian E Overthrust  GB,70.9240000000,Nitrous Oxide,0.23800000000000000000,2022,W,40.674190000000000,-80.116960000000000
1004404,Arkoma,638.2500000000,Methane,25.5300000000000000,2022,W,34.633390000000000,-96.177680000000000
1008957,"EXCO Resources, Inc. - Arkla Basin #230",99.8300000000,Nitrous Oxide,0.33500000000000000000,2022,W,32.915930000000000,-96.772490000000000
1010120,Brasada Gas Plant,4792.0000000000,Methane,191.6800000000000000,2022,W,28.420540000000000,-99.259391000000000
1002849,"MEP Station 4 Vicksburg, MS",2.7000000000,Carbon Dioxide,2.7000000000000000,2022,W,32.277957000000000,-90.667235000000000
1012769,"SWG Pipeline, LLC G&B 420 - Fort Worth Syncline",100749.0000000000,Carbon Dioxide,100749.000000000000,2022,W,32.798660000000000,-96.805410000000000
1007572,Chattanoga Gas Company,9.4000000000,Carbon Dioxide,9.4000000000000000,2022,W,35.050260000000000,-85.184390000000000
1014683,WRC Energy,37.5480000000,Nitrous Oxide,0.12600000000000000000,2022,W,39.752692505612000,-104.996807737559000
1011913,SWN Production (Louisiana),81.0560000000,Nitrous Oxide,0.27200000000000000000,2022,W,30.098134709152600,-95.437367371973300
1014650,Tellurian Operating LLC - Basin 230 (Arkla Basin),33052.0000000000,Methane,1322.0800000000000000,2022,W,29.757624747403600,-95.369017344688400
1003220,Hemphill Gas Plant,2664.0000000000,Carbon Dioxide,2664.0000000000000000,2022,W,35.838846000000000,-100.353122000000000
1001649,CENTRAL COMPRESSOR PLANT,16.0920000000,Nitrous Oxide,0.05400000000000000000,2022,W,70.320033000000000,-148.500179000000000
1003942,Columbia Gas of Ohio,262.9000000000,Carbon Dioxide,262.9000000000000000,2022,W,39.957450000000000,-83.003550000000000
1001778,"Gunnison Spar, Garden Banks 668 Platform",43.7500000000,Methane,1.7500000000000000,2022,W,27.303800000000000,-92.461700000000000
1014504,CrownQuest Operating - Basin 430,26085.7500000000,Methane,1043.4300000000000000,2022,W,32.033815236866300,-102.089661606135000
1006386,Mont Belvieu Complex,188971.6000000000,Carbon Dioxide,188971.600000000000,2022,W,29.857573000000000,-94.912893000000000
1008224,Apache Corporation - Gulf Coast Basin 220,4805.5000000000,Methane,192.2200000000000000,2022,W,29.745920000000000,-95.559620000000000
1012572,Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220) - GB,399.3200000000,Nitrous Oxide,1.3400000000000000,2022,W,29.750060000000000,-95.471670000000000
1010664,Dixon Springs,4.1000000000,Carbon Dioxide,4.1000000000000000,2022,W,36.363596000000000,-86.073483000000000
1003120,TRUNKLINE GAS CO - EPPS,7463.7500000000,Methane,298.5500000000000000,2022,W,32.618250000000000,-91.576250000000000
1012659,"ONEOK Field Services Company, L.L.C. 350 South Oklahoma Folded Belt GB",74058.7000000000,Carbon Dioxide,74058.700000000000,2022,W,36.151060000000000,-95.991270000000000
1009253,"WPX Energy Williston, LLC - 395 Williston basin",317.6680000000,Nitrous Oxide,1.0660000000000000,2022,W,39.748460000000000,-104.994020000000000
1011497,Natrium Extraction and Fractionation Facility,4.1720000000,Nitrous Oxide,0.01400000000000000000,2022,W,39.759694000000000,-80.861722000000000
1013726,OWT CS Ector County Compressor Station,1.7000000000,Carbon Dioxide,1.70000000000000000000,2022,W,31.847557000000000,-102.445737000000000
1003555,"Thunder Horse, MMS Platform ID 02481, Complex ID 1101-1",156.7480000000,Nitrous Oxide,0.52600000000000000000,2022,W,28.191003611100000,-88.495695277800000
1012985,Bradley Gas Processing Plant,640.2000000000,Carbon Dioxide,640.2000000000000000,2022,W,34.807418000000000,-97.703477000000000
1007777,EP Energy E&P 430 Permian Basin,13824.7500000000,Methane,552.9900000000000000,2022,W,29.758160000000000,-95.367820000000000
1008885,"Tellus Operating Group, LLC - MS Operations",14075.7000000000,Carbon Dioxide,14075.7000000000000000,2022,W,32.452400000000000,-90.153930000000000
1004715,ONEOK Bushton Plant,3075.0000000000,Methane,123.0000000000000000,2022,W,38.521770000000000,-98.351255000000000
1013728,"PetroShale (US), Inc.",44760.0000000000,Carbon Dioxide,44760.000000000000,2022,W,39.743762000000000,-104.983013000000000
1005285,Fayetteville Public Utilities,1.9000000000,Carbon Dioxide,1.90000000000000000000,2022,W,35.314962000000000,-86.636076000000000
1002031,ROGGEN GAS PLANT,4160.1000000000,Carbon Dioxide,4160.1000000000000000,2022,W,40.117556000000000,-104.387444000000000
1012165,"Hilcorp Alaska, LLC 820 Kenai G&B",49294.2000000000,Carbon Dioxide,49294.200000000000,2022,W,60.745650000000000,-150.857239000000000
1006586,NORTHERN NATURAL GAS-CLIFTON,7497.0000000000,Methane,299.8800000000000000,2022,W,39.549870000000000,-97.255160000000000
1008755,Foundation Energy Management 540 DJ Basin,215.1000000000,Carbon Dioxide,215.1000000000000000,2022,W,32.965477800000000,-96.829740300000000
1013095,"Caerus Energy Services, LLC",141961.0000000000,Carbon Dioxide,141961.000000000000,2022,W,39.748460000000000,-104.994020000000000
1004359,"COLUMBIA GULF TRANSMISSION, CORINTH COMPRESSOR STATION",0.7000000000,Carbon Dioxide,0.70000000000000000000,2022,W,34.959333000000000,-88.421139000000000
1004567,PSNC,55311.0000000000,Methane,2212.4400000000000000,2022,W,35.227797000000000,-81.108574000000000
1013004,Cook Inlet Energy Onshore Gathering and Boosting,576.7500000000,Methane,23.0700000000000000,2022,W,61.174968000000000,-149.968861000000000
1009261,Ovintiv USA Inc. 395.Williston Basin,19426.2500000000,Methane,777.0500000000000000,2022,W,30.160470000000000,-95.455938000000000
1008289,420 Fort Worth Syncline BKV - Production,168560.0000000000,Carbon Dioxide,168560.000000000000,2022,W,35.466697000000000,-97.514530000000000
1014305,"EEC Station 5406 Jefferson County, GA",0.7000000000,Carbon Dioxide,0.70000000000000000000,2022,W,33.159885713398300,-82.273699844903700
1012552,XTO Energy Inc 350 South Oklahoma Folded Belt  GB,242631.3000000000,Carbon Dioxide,242631.300000000000,2022,W,35.287089000000000,-98.289081000000000
1012146,Coastal Basin Gathering & Boosting - Chevron USA Inc.,126496.7000000000,Carbon Dioxide,126496.700000000000,2022,W,37.759009994216900,-121.960416090792000
1002422,OZONA GAS PLANT,16524.5000000000,Carbon Dioxide,16524.5000000000000000,2022,W,30.681700000000000,-101.217300000000000
1008527,"Chesapeake Operating LLC, 230 - Arkla Basin",205207.8000000000,Carbon Dioxide,205207.800000000000,2022,W,35.533760000000000,-97.529760000000000
1013591,South Tmbalier 54G,12.0000000000,Carbon Dioxide,12.0000000000000000,2022,W,28.832900000000000,-90.416200000000000
1012361,CRPC  Sacramento Valley Basin Gathering and Boosting,20.2640000000,Nitrous Oxide,0.06800000000000000000,2022,W,35.126851300000000,-119.185578500000000
1013321,Columbia Gas Transmission LLC - Lone Oak Compressor Station,2240.0000000000,Methane,89.6000000000000000,2022,W,39.880090000000000,-80.585380000000000
1005963,Red Willow Production Co.,87389.7500000000,Methane,3495.5900000000000000,2022,W,37.095279000000000,-107.716250000000000
1010495,"TGP Station 87 Portland, TN",12.2000000000,Carbon Dioxide,12.2000000000000000,2022,W,36.615862000000000,-86.558936000000000
1001790,Hilight-Reno Junction Gas Plant,2708.2500000000,Methane,108.3300000000000000,2022,W,43.841476349038700,-105.362308513496000
1013844,PHP Praha Compressor Station,2.5000000000,Carbon Dioxide,2.5000000000000000,2022,W,29.529413000000000,-97.040474000000000
1014229,"NGPL Station 304, Marshall, TX",1.5000000000,Carbon Dioxide,1.50000000000000000000,2022,W,32.405380000000000,-94.429540000000000
